,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key
729,730,Alaska,US,1621603255000.0,61.370716,-152.404419,69835,0,369,0,,02,"Alaska, US"
730,731,Tennessee,US,1621603255000.0,35.747845,-86.692345,859701,0,12364,0,,47,"Tennessee, US"
731,732,United States Virgin Islands,US,,18.35,-64.933,0,0,0,0,,,"United States Virgin Islands, US"
732,733,Missouri,US,1621603255000.0,38.456085,-92.288368,602272,0,9415,0,,29,"Missouri, US"
733,734,South Dakota,US,1621603255000.0,44.299782,-99.438828,123877,0,2001,0,,46,"South Dakota, US"
734,735,Colorado,US,1621603255000.0,39.059811,-105.311104,535316,0,6478,0,,08,"Colorado, US"
735,736,New Jersey,US,1621603255000.0,40.298904,-74.521011,1012757,0,26053,0,,34,"New Jersey, US"
736,737,Guam,US,1621603255000.0,13.4443,144.7937,8131,0,139,0,,,"Guam, US"
737,738,Washington,US,1621603255000.0,47.400902,-121.490494,425848,0,5690,0,,53,"Washington, US"
738,739,New York,US,1621603255000.0,42.165726,-74.948051,2091342,0,53070,0,,36,"New York, US"
739,740,Nevada,US,1621603255000.0,38.313515,-117.055374,322018,0,5550,0,,32,"Nevada, US"
740,741,Northern Mariana Islands,US,1621603255000.0,15.0979,145.6739,176,0,2,0,,,"Northern Mariana Islands, US"
741,742,Diamond Princess,US,1596508076000.0,35.4437,139.638,49,0,0,0,,,"Diamond Princess, US"
742,743,Maryland,US,1621603255000.0,39.063946,-76.802101,457084,0,8959,0,,24,"Maryland, US"
743,744,Idaho,US,1621603255000.0,44.240459,-114.478828,190900,0,2080,0,,16,"Idaho, US"
744,745,Wyoming,US,1621603255000.0,42.755966,-107.30249,59590,0,713,0,,56,"Wyoming, US"
745,746,Arizona,US,1621603255000.0,33.729759,-111.431221,875195,0,17509,0,,04,"Arizona, US"
746,747,Iowa,US,1621603255000.0,42.011539,-93.210526,370330,0,6025,0,,19,"Iowa, US"
747,748,Michigan,US,1621603255000.0,43.326618,-84.536095,983970,0,20013,0,,26,"Michigan, US"
748,749,Utah,US,1621603255000.0,40.150032,-111.862434,403684,0,2279,0,,49,"Utah, US"
749,750,Virginia,US,1621603255000.0,37.769337,-78.169968,671916,0,11068,0,,51,"Virginia, US"
750,751,Oregon,US,1621603255000.0,44.572021,-122.070938,197356,0,2606,0,,41,"Oregon, US"
751,752,Montana,US,1621603255000.0,46.921925,-110.454353,111025,0,1604,0,,30,"Montana, US"
752,753,New Hampshire,US,1621603255000.0,43.452492,-71.563896,98091,0,1341,0,,33,"New Hampshire, US"
753,754,Massachusetts,US,1621603255000.0,42.230171,-71.530106,703897,0,17802,0,,25,"Massachusetts, US"
754,755,South Carolina,US,1621603255000.0,33.856892,-80.945007,589846,0,9669,0,,45,"South Carolina, US"
755,756,Vermont,US,1621603255000.0,44.045876,-72.710686,24026,0,255,0,,50,"Vermont, US"
756,757,Florida,US,1621603255000.0,27.766279,-81.686783,2302489,0,36347,0,,12,"Florida, US"
757,758,Hawaii,US,1621603255000.0,21.094318,-157.498337,35665,0,492,0,,15,"Hawaii, US"
758,759,Kentucky,US,1621603255000.0,37.66814,-84.670067,454609,0,6693,0,,21,"Kentucky, US"
759,760,Rhode Island,US,1621603255000.0,41.680893,-71.51178,150948,0,2703,0,,44,"Rhode Island, US"
760,761,Nebraska,US,1621603255000.0,41.12537,-98.268082,222780,0,2240,0,,31,"Nebraska, US"
761,762,Ohio,US,1621603255000.0,40.388783,-82.764915,1094742,0,19628,0,,39,"Ohio, US"
762,763,Alabama,US,1621603255000.0,32.3182,-86.9023,541230,0,11077,0,,01,"Alabama, US"
763,764,North Carolina,US,1621603255000.0,35.630066,-79.806419,994734,0,12950,0,,37,"North Carolina, US"
764,765,District of Columbia,US,1621603255000.0,38.897438,-77.026817,48662,0,1125,0,,11,"District of Columbia, US"
765,766,Maine,US,1621603255000.0,44.693947,-69.381927,66705,0,818,0,,23,"Maine, US"
